Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 12/06  19:00:00,333597218.4392048,333597218.43920416,229242440.63380247,44901493.93566237,204645835.6122203 
 12/06  20:00:00,280250947.3161406,280250947.31614155,221587990.46909994,51550569.72193773,185571734.18467608 
 12/06  21:00:00,273382144.94252187,273382144.9425229,192825256.44400853,51550569.72193773,178875607.65465096 
 12/06  22:00:00,350212674.9073947,350212674.90739584,168134826.13196865,38252418.149386905,164823601.124626 
 12/06  23:00:00,286646237.6494715,286646237.6494725,142742035.7278915,24954266.576836366,134031278.26953766 
 12/06  24:00:00,228763742.7917393,228763742.79174024,81267293.91537456,15645560.66407668,104912987.04695597 
 12/07  01:00:00,183866141.7805705,183866141.7805714,29404584.0,11656115.239317864,79472635.82437395 
 12/07  02:00:00,167373465.24931994,167373465.24932098,29404584.0,11656115.239317864,72776509.29434878 
 12/07  03:00:00,156163214.99888986,156163214.99889085,29404584.0,11656115.239317864,69428446.02933633 
 12/07  04:00:00,149484594.09587622,149484594.0958772,29404584.0,11656115.239317864,67754414.39683005 
 12/07  05:00:00,151506534.9602653,151506534.9602663,29404584.0,16975375.727318894,71432354.39683005 
 12/07  06:00:00,173814422.45920205,173814422.45920303,29404584.0,26284081.875110786,87158392.55936149 
 12/07  07:00:00,211503858.62387684,211503858.6238778,231899627.6112543,27613896.938352972,120284500.51693058 
 12/07  08:00:00,227050998.28668958,227050998.28669053,273490891.76713204,26284081.875110786,146293383.9335011 
 12/07  09:00:00,250273443.68128592,250273443.681287,240764668.12550294,18466671.234855436,149227177.34515285 
 12/07  10:00:00,265898480.0181109,265898480.018112,242782157.2406105,15807040.873338813,139867388.97765952 
 12/07  11:00:00,222883881.89931327,222883881.89931434,192654020.90650043,15807040.873338813,128503692.2426721 
 12/07  12:00:00,161263871.45437017,161263871.45437115,175851581.60255814,15807040.873338813,130177723.87517832 
 12/07  13:00:00,274784928.05845654,274784928.0584575,142761803.52921703,15590730.651414875,128385990.86668785 
 12/07  14:00:00,274668877.9736198,274668877.9736207,140104175.67815396,15807040.873338813,123481597.34515285 
 12/07  15:00:00,275963372.88359284,275963372.8835937,110495144.20463511,15807040.873338813,121807565.71264665 
 12/07  16:00:00,285344987.1573721,285344987.15737295,112355489.68882874,19796486.53312959,126829660.61016576 
 12/07  17:00:00,355605954.26638556,355605954.26638645,143601197.40492406,29105192.44588942,161629800.20024115 
 12/07  18:00:00,329484708.33305776,329484708.33305717,213821569.9597919,35592787.787870474,204884491.0712216 
 12/07  19:00:00,349589375.2953085,349589375.29530704,225047910.32756275,44901493.93566237,204645835.6122203 
 12/07  20:00:00,280250947.3161406,280250947.31614155,221728676.12287587,51550569.72193773,185571734.18467608 
 12/07  21:00:00,314714724.8843503,314714724.88435036,215883056.274939,51550569.72193773,178875607.65465096 
 12/07  22:00:00,343186793.33863425,343186793.3386353,147935272.83316818,38252418.149386905,164823601.124626 
 12/07  23:00:00,287379087.4029199,287379087.4029209,156221246.1845857,24954266.576836366,134031278.26953766 
 12/07  24:00:00,230619759.43871808,230619759.43871918,73932711.77688201,15645560.66407668,104912987.04695597 
 12/08  01:00:00,182426323.56563267,182426323.56563368,47635265.12814265,11656115.239317864,79472635.82437395 
 12/08  02:00:00,164982544.8127525,164982544.81275344,29404584.0,11656115.239317864,72776509.29434878 
 12/08  03:00:00,155398037.9736612,155398037.97366223,29404584.0,11656115.239317864,69428446.02933633 
 12/08  04:00:00,146113727.26031694,146113727.26031798,29404584.0,11656115.239317864,67754414.39683005 
 12/08  05:00:00,151151841.55266607,151151841.55266705,29404584.0,16975375.727318894,71432354.39683005 
 12/08  06:00:00,176724419.14374474,176724419.14374566,29404584.0,26284081.875110786,87158392.55936149 
 12/08  07:00:00,215556240.18739188,215556240.1873929,199079563.76528665,27613896.938352972,120284500.51693058 
 12/08  08:00:00,229814076.82700017,229814076.82700115,273537612.60469794,26284081.875110786,146293383.9335011 
 12/08  09:00:00,250470350.67430013,250470350.6743011,269183975.95290464,18466671.234855436,149227177.34515285 
 12/08  10:00:00,264583669.33382136,264583669.33382243,223763548.12696832,15807040.873338813,139867388.97765952 
 12/08  11:00:00,162351691.54204506,162351691.54204607,216841633.899447,15807040.873338813,128503692.2426721 
 12/08  12:00:00,218805776.18182862,218805776.1818296,175375847.01098728,15807040.873338813,130177723.87517832 
 12/08  13:00:00,215683641.34076008,215683641.34076107,143310038.8257332,15590730.651414875,128385990.86668785 
 12/08  14:00:00,246977834.26736498,246977834.26736593,112451337.06329516,15807040.873338813,123481597.34515285 
 12/08  15:00:00,269426052.24498934,269426052.2449904,110573332.69705218,15807040.873338813,121807565.71264665 
 12/08  16:00:00,230051895.72615722,230051895.72615826,140044062.14121085,19796486.53312959,126829660.61016576 
 12/08  17:00:00,287215941.5360812,287215941.53608215,143596928.97786865,29105192.44588942,161629800.20024115 
 12/08  18:00:00,349419199.5495591,349419199.54955834,206322343.23993722,35592787.787870474,204884491.0712216 
 12/08  19:00:00,293004098.9391485,293004098.93914944,233402692.3253934,44901493.93566237,204645835.6122203 
 12/08  20:00:00,328474221.9355992,328474221.9355998,221844649.99551895,51550569.72193773,185571734.18467608 
 12/08  21:00:00,273382144.94252187,273382144.9425229,195873509.81173947,51550569.72193773,178875607.65465096 
 12/08  22:00:00,245868529.9417772,245868529.94177815,165562964.80886406,38252418.149386905,164823601.124626 
 12/08  23:00:00,246640585.87486258,246640585.87486356,142834609.41311187,24954266.576836366,134031278.26953766 
 12/08  24:00:00,237766510.87203044,237766510.87203148,81262772.56270914,15645560.66407668,104912987.04695597 
 12/09  01:00:00,190526366.4741403,190526366.47414136,29404584.0,11656115.239317864,79472635.82437395 
 12/09  02:00:00,173541434.63475108,173541434.63475212,29404584.0,11656115.239317864,72776509.29434878 
 12/09  03:00:00,160572339.6761773,160572339.6761783,29404584.0,11656115.239317864,69428446.02933633 
 12/09  04:00:00,152023385.64662787,152023385.64662886,29404584.0,11656115.239317864,67754414.39683005 
 12/09  05:00:00,156802013.51510206,156802013.515103,29404584.0,16975375.727318894,71432354.39683005 
 12/09  06:00:00,184476546.46296588,184476546.46296677,29404584.0,26284081.875110786,87158392.55936149 
 12/09  07:00:00,222507492.13151717,222507492.13151821,232222938.61429358,27613896.938352972,120284500.51693058 
 12/09  08:00:00,241235573.88780823,241235573.88780922,273911211.7849568,26284081.875110786,146054728.47449982 
 12/09  09:00:00,261818348.71884346,261818348.71884444,252119077.11301035,16975375.727318894,147728760.107006 
 12/09  10:00:00,253918831.1672909,253918831.1672919,240104579.79129767,14315745.365802372,138368971.73951268 
 12/09  11:00:00,156542023.88292187,156542023.88292286,185629694.31875736,14315745.365802372,127005275.00452524 
 12/09  12:00:00,217979425.81506693,217979425.81506792,176059735.5674172,14315745.365802372,128679306.63703147 
 12/09  13:00:00,275349451.8809972,275349451.8809981,142866595.36390615,14315745.365802372,127005275.00452524 
 12/09  14:00:00,276129282.4671096,276129282.4671106,140173359.06891918,14315745.365802372,121983180.10700601 
 12/09  15:00:00,311017251.4935926,311017251.4935935,110572515.94696172,14315745.365802372,120309148.4744998 
 12/09  16:00:00,284949546.734329,284949546.73432994,112405107.99612181,18305191.025593143,125331243.3720189 
 12/09  17:00:00,367297035.8456104,367297035.84561133,172221930.07946014,27613896.938352972,160131382.9620943 
 12/09  18:00:00,426848823.1112884,426848823.1112851,183351031.53378716,35592787.787870474,204645835.6122203 
 12/09  19:00:00,323475711.03254706,323475711.0325468,226373616.60504112,44901493.93566237,204645835.6122203 
 12/09  20:00:00,330019282.32423127,330019282.3242322,228124010.71890777,51550569.72193773,185571734.18467608 
 12/09  21:00:00,286748861.8603839,286748861.8603849,209067667.06996015,51550569.72193773,178875607.65465096 
 12/09  22:00:00,262487788.79769796,262487788.79769886,175976845.65169454,38252418.149386905,164823601.124626 
 12/09  23:00:00,258068444.24512374,258068444.2451247,142826581.8248998,24954266.576836366,134031278.26953766 
 12/09  24:00:00,258675772.48657888,258675772.48657995,81086407.70684712,15645560.66407668,104912987.04695597 
 12/10  01:00:00,207289700.81994337,207289700.81994438,29404584.0,11656115.239317864,79472635.82437395 
 12/10  02:00:00,189050185.13264146,189050185.13264254,29404584.0,11656115.239317864,72776509.29434878 
 12/10  03:00:00,176780536.40677238,176780536.4067734,29404584.0,11656115.239317864,69428446.02933633 
 12/10  04:00:00,166958796.44448042,166958796.4444814,29404584.0,11656115.239317864,67754414.39683005 
 12/10  05:00:00,169848926.28539518,169848926.28539622,29404584.0,16975375.727318894,71432354.39683005 
 12/10  06:00:00,193758561.65416285,193758561.65416384,29404584.0,26284081.875110786,87158392.55936149 
 12/10  07:00:00,234855501.33955967,234855501.33956063,223851265.14831167,27613896.938352972,120284500.51693058 
 12/10  08:00:00,260514053.57836965,260514053.57837066,267906276.85890573,26284081.875110786,146054728.47449982 
 12/10  09:00:00,283437488.409499,283437488.4094999,250180900.5871207,16975375.727318894,147728760.107006 
 12/10  10:00:00,202380234.56504607,202380234.56504703,238367574.93923372,14315745.365802372,138368971.73951268 
 12/10  11:00:00,156542023.88292187,156542023.88292286,203234422.89767015,14315745.365802372,127005275.00452524 
 12/10  12:00:00,278937521.408983,278937521.40898395,176039011.61000645,14315745.365802372,128679306.63703147 
 12/10  13:00:00,281046381.0321995,281046381.03220046,142888031.5853775,14315745.365802372,127005275.00452524 
 12/10  14:00:00,304968840.51258755,304968840.51258844,140211773.12044385,14315745.365802372,121983180.10700601 
 12/10  15:00:00,288697259.52908504,288697259.529086,110559160.57777828,14315745.365802372,120309148.4744998 
 12/10  16:00:00,326193335.99286145,326193335.9928622,112426938.14706658,18305191.025593143,125331243.3720189 
 12/10  17:00:00,360548275.5109642,360548275.51096517,156480297.2324646,27613896.938352972,160131382.9620943 
 12/10  18:00:00,406278794.41712916,406278794.41712636,200452519.18397415,35592787.787870474,204645835.6122203 
 12/10  19:00:00,423311879.58098614,423311879.58098245,225393869.69151962,44901493.93566237,204645835.6122203 
 12/10  20:00:00,330121138.7386668,330121138.7386678,222133171.66177687,51550569.72193773,185571734.18467608 
 12/10  21:00:00,273382144.94252187,273382144.9425229,216218075.68440726,51550569.72193773,178875607.65465096 
 12/10  22:00:00,245868529.9417772,245868529.94177815,176051645.9622981,38252418.149386905,164823601.124626 
 12/10  23:00:00,263908116.57847813,263908116.5784791,142853968.47925398,24954266.576836366,134031278.26953766 
 12/10  24:00:00,269697518.55987525,269697518.5598763,81149389.29588361,15645560.66407668,104912987.04695597 
 12/11  01:00:00,218452475.51174736,218452475.51174843,29404584.0,11656115.239317864,79472635.82437395 
 12/11  02:00:00,198956678.37092364,198956678.37092462,29404584.0,11656115.239317864,72776509.29434878 
 12/11  03:00:00,180314295.01212162,180314295.01212257,29404584.0,11656115.239317864,69428446.02933633 
 12/11  04:00:00,173231853.85198712,173231853.85198802,29404584.0,11656115.239317864,67754414.39683005 
 12/11  05:00:00,179962503.59326297,179962503.59326386,29404584.0,16975375.727318894,71432354.39683005 
 12/11  06:00:00,205751161.62139028,205751161.62139127,29404584.0,26284081.875110786,87158392.55936149 
 12/11  07:00:00,251569726.8949081,251569726.89490917,217205379.76878178,27613896.938352972,120284500.51693058 
 12/11  08:00:00,269634883.2509303,269634883.2509314,269012190.9778107,26284081.875110786,146293383.9335011 
 12/11  09:00:00,280077696.8152077,280077696.81520873,256524205.54900667,18466671.234855436,149227177.34515285 
 12/11  10:00:00,204186482.06121475,204186482.0612158,233383462.51091924,15807040.873338813,139867388.97765952 
 12/11  11:00:00,191147958.47250992,191147958.4725109,208297847.95206332,15807040.873338813,128503692.2426721 
 12/11  12:00:00,280021258.2162385,280021258.2162394,176104572.98558694,15807040.873338813,130177723.87517832 
 12/11  13:00:00,313506481.86444455,313506481.86444545,142927686.72654226,15590730.651414875,128385990.86668785 
 12/11  14:00:00,296965968.7095573,296965968.7095581,140247278.386059,15807040.873338813,123481597.34515285 
 12/11  15:00:00,329069673.50633657,329069673.50633746,110582123.30035816,15807040.873338813,121807565.71264665 
 12/11  16:00:00,323241112.7634484,323241112.7634494,112453658.97846165,19796486.53312959,126829660.61016576 
 12/11  17:00:00,355198987.9770732,355198987.97707415,158653784.80308735,29105192.44588942,161629800.20024115 
 12/11  18:00:00,445510949.1540971,445510949.1540936,198265569.90665013,35592787.787870474,204884491.0712216 
 12/11  19:00:00,400113256.28963375,400113256.28963006,225519911.02941307,44901493.93566237,204645835.6122203 
 12/11  20:00:00,406310493.14314455,406310493.14314336,222263827.31473657,51550569.72193773,185571734.18467608 
 12/11  21:00:00,322206480.97519535,322206480.97519636,216327485.57538542,51550569.72193773,178875607.65465096 
 12/11  22:00:00,263106131.18132758,263106131.18132854,176114382.12028456,38252418.149386905,164823601.124626 
 12/11  23:00:00,323302301.87150764,323302301.87150866,142903950.35763285,24954266.576836366,134031278.26953766 
 12/11  24:00:00,291307357.1539051,291307357.1539061,81124939.21892816,15645560.66407668,104912987.04695597 
 12/12  01:00:00,239951140.06511408,239951140.06511506,29404584.0,11656115.239317864,79472635.82437395 
 12/12  02:00:00,218606033.84280017,218606033.84280118,29404584.0,11656115.239317864,72776509.29434878 
 12/12  03:00:00,203386371.03948298,203386371.03948405,29404584.0,11656115.239317864,69428446.02933633 
 12/12  04:00:00,191244963.4957371,191244963.49573803,29404584.0,11656115.239317864,67754414.39683005 
 12/12  05:00:00,192269147.743657,192269147.743658,29404584.0,16975375.727318894,71432354.39683005 
 12/12  06:00:00,215528970.4159158,215528970.41591692,29404584.0,26284081.875110786,87158392.55936149 
 12/12  07:00:00,243555081.4823101,243555081.4823112,224682432.08552393,27613896.938352972,120284500.51693058 
 12/12  08:00:00,187687902.9480376,187687902.94803855,270021481.7201953,26284081.875110786,146293383.9335011 
 12/12  09:00:00,182854174.2980774,182854174.29807836,248359681.33734646,18466671.234855436,149227177.34515285 
 12/12  10:00:00,170863337.89345643,170863337.89345744,245366707.63385168,15807040.873338813,139867388.97765952 
 12/12  11:00:00,159558957.23119622,159558957.23119724,196940892.83030647,15807040.873338813,128503692.2426721 
 12/12  12:00:00,161263871.45437017,161263871.45437115,176193908.32216504,15807040.873338813,130177723.87517832 
 12/12  13:00:00,158528772.97365025,158528772.97365123,142984726.91951856,15590730.651414875,128385990.86668785 
